"BehaviorSpace results (NetLogo 6.1.1)"
"CoVprehension_backtracking_V10VersionSite_180520.nlogo"
"Explo_V10_Scenario2"
"05/19/2020 10:06:53:371 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","Temps-d'attente-pour-la-réalisation-du-test","Probabilité-que-le-test-soit-efficace","Probabilité-de-respect-du-confinement","SCENARIO","[step]","MaxI%","nb-non-S%","epidemic-duration-final","Max-Conf%","total-population-locked%","population-tested%","total-nb-tests","total-nb-contagious","contagious-detected%","contagious-lockeddown%","proportion-non-contagious-lockeddown%","proportion-total-contagious-lockeddown-tracked","proportion-total-contagious-lockeddown-symptom"
"2059","10","2","0.8","0","0.95","1","Confinement simple","163","0.8500000000000001","0.8999999999999999","41","0.8","0.8","0.2","4","18","22.22222222222222","61.111111111111114","50","20","80"
"2057","10","2","0.8","0","0.95","1","Confinement simple","209","0.8999999999999999","1.6","52","0.75","0.95","0.2","4","32","12.5","34.375","54.166666666666664","33.33333333333333","66.66666666666666"
"2061","10","2","0.8","0","0.95","1","Confinement simple","182","0.7000000000000001","1.15","46","0.8500000000000001","1","0.2","4","23","17.391304347826086","52.17391304347826","53.84615384615385","33.33333333333333","66.66666666666666"
"2064","10","2","0.8","0","0.95","1","Confinement simple","153","0.7000000000000001","1.05","38","0.6","0.6","0.2","4","21","19.047619047619047","47.61904761904761","37.5","33.33333333333333","66.66666666666666"
"2066","10","2","0.8","0","0.95","1","Confinement simple","152","0.7000000000000001","1","38","0.5","0.5","0.15","3","20","15","35","41.66666666666667","40","60"
"2072","10","2","0.8","0","0.95","1","Confinement simple","121","0.75","0.75","30","0.44999999999999996","0.44999999999999996","0.1","2","15","13.333333333333334","40","50","33.33333333333333","66.66666666666666"
"2063","10","2","0.8","0","0.95","1","Confinement simple","191","0.95","1.25","48","1.15","1.15","0.3","6","25","24","64","48.38709677419355","25","75"
"2067","10","2","0.8","0","0.95","1","Confinement simple","158","1.05","1.6500000000000001","40","1.5","1.5","0.3","6","33","18.181818181818183","66.66666666666666","45","50","50"
"2069","10","2","0.8","0","0.95","1","Confinement simple","145","0.7000000000000001","0.75","36","0.6","0.6","0.15","3","15","20","46.666666666666664","56.25","0","100"
"2075","10","2","0.8","0","0.95","1","Confinement simple","138","0.75","0.8999999999999999","35","0.5499999999999999","0.5499999999999999","0.2","4","18","22.22222222222222","50","40","20","80"
"2071","10","2","0.8","0","0.95","1","Confinement simple","173","0.8999999999999999","1.0999999999999999","43","0.6","0.6","0.15","4","22","13.636363636363635","45.45454545454545","47.368421052631575","0","100"
"2073","10","2","0.8","0","0.95","1","Confinement simple","187","0.8","1.05","47","1.05","1.05","0.25","5","21","23.809523809523807","66.66666666666666","51.724137931034484","16.666666666666664","83.33333333333334"
"2070","10","2","0.8","0","0.95","1","Confinement simple","216","0.65","0.95","54","0.8999999999999999","0.8999999999999999","0.25","5","19","26.31578947368421","57.89473684210527","52.17391304347826","16.666666666666664","83.33333333333334"
"2074","10","2","0.8","0","0.95","1","Confinement simple","192","0.7000000000000001","1.05","48","0.5499999999999999","0.5499999999999999","0.15","3","21","14.285714285714285","28.57142857142857","50","40","60"
"2065","10","2","0.8","0","0.95","1","Confinement simple","290","1.05","1.8499999999999999","73","0.44999999999999996","0.65","0.2","4","37","10.81081081081081","24.324324324324326","40","42.857142857142854","57.14285714285714"
"2076","10","2","0.8","0","0.95","1","Confinement simple","177","0.7000000000000001","1","44","0.2","0.2","0.05","1","20","5","20","33.33333333333333","50","50"
"2077","10","2","0.8","0","0.95","1","Confinement simple","201","1.3","1.8499999999999999","50","1.5","1.6","0.3","6","37","16.216216216216218","78.37837837837837","45.28301886792453","25","75"
"2086","10","2","0.8","0","0.95","1","Confinement simple","88","0.6","0.6","22","0.15","0.15","0.05","1","12","8.333333333333332","16.666666666666664","33.33333333333333","50","50"
"2079","10","2","0.8","0","0.95","1","Confinement simple","184","0.8500000000000001","1.0999999999999999","46","0.8500000000000001","0.8500000000000001","0.2","5","22","18.181818181818183","54.54545454545454","50","20","80"
"2084","10","2","0.8","0","0.95","1","Confinement simple","148","0.8500000000000001","1","37","0.65","0.65","0.2","5","20","20","45","50","0","100"
"2080","10","2","0.8","0","0.95","1","Confinement simple","206","0.8500000000000001","1.25","52","1.05","1.4500000000000002","0.3","6","25","24","68","55.26315789473685","25","75"
"2083","10","2","0.8","0","0.95","1","Confinement simple","197","0.8","1.25","49","0.4","0.5499999999999999","0.2","4","25","16","16","63.63636363636363","0","100"
"2082","10","2","0.8","0","0.95","1","Confinement simple","226","1","1.4000000000000001","57","0.6","0.95","0.2","5","28","14.285714285714285","50","46.15384615384615","42.857142857142854","57.14285714285714"
"2085","10","2","0.8","0","0.95","1","Confinement simple","166","1.0999999999999999","1.55","42","0.8999999999999999","0.8999999999999999","0.2","4","31","12.903225806451612","35.483870967741936","52.17391304347826","33.33333333333333","66.66666666666666"
"2087","10","2","0.8","0","0.95","1","Confinement simple","164","0.5499999999999999","0.8","41","0.44999999999999996","0.44999999999999996","0.1","2","16","12.5","43.75","50","0","100"
"2081","10","2","0.8","0","0.95","1","Confinement simple","250","0.8999999999999999","1.6500000000000001","63","0.5499999999999999","1.05","0.2","4","33","12.121212121212121","48.484848484848484","44.827586206896555","50","50"
"2078","10","2","0.8","0","0.95","1","Confinement simple","276","0.5499999999999999","0.8500000000000001","69","0.25","0.44999999999999996","0.1","2","17","11.76470588235294","17.647058823529413","66.66666666666666","33.33333333333333","66.66666666666666"
"2090","10","2","0.8","0","0.95","1","Confinement simple","149","1","1.2","37","0.8","0.8","0.2","4","24","16.666666666666664","45.83333333333333","52.17391304347826","0","100"
"2089","10","2","0.8","0","0.95","1","Confinement simple","202","0.75","1.25","51","0.5","0.5","0.1","2","25","8","32","38.46153846153847","60","40"
"2088","10","2","0.8","0","0.95","1","Confinement simple","222","1.15","2.1","56","1.0999999999999999","1.35","0.35000000000000003","9","42","16.666666666666664","50","43.24324324324324","36.36363636363637","63.63636363636363"
"2097","10","2","0.8","0","0.95","1","Confinement simple","106","0.8500000000000001","0.8500000000000001","27","0.35000000000000003","0.35000000000000003","0.1","2","17","11.76470588235294","29.411764705882355","37.5","50","50"
"2058","10","2","0.8","0","0.95","1","Confinement simple","538","30.3","71.39999999999999","135","23.1","43.05","11.25","234","1428","15.756302521008402","56.44257703081232","12.770562770562771","69.91978609625669","30.080213903743314"
"2094","10","2","0.8","0","0.95","1","Confinement simple","168","0.8500000000000001","0.95","42","0.6","0.6","0.1","2","19","10.526315789473683","42.10526315789473","52.94117647058824","33.33333333333333","66.66666666666666"
"2062","10","2","0.8","0","0.95","1","Confinement simple","512","48.15","74.15","128","32.9","44.7","11.4","236","1483","15.374241402562374","57.51854349291976","9.544008483563097","71.64179104477611","28.35820895522388"
"2096","10","2","0.8","0","0.95","1","Confinement simple","161","0.65","0.7000000000000001","40","0.3","0.3","0.1","2","14","14.285714285714285","35.714285714285715","44.44444444444444","0","100"
"2093","10","2","0.8","0","0.95","1","Confinement simple","208","0.75","1.6","52","1.05","1.0999999999999999","0.2","4","32","12.5","53.125","46.875","42.857142857142854","57.14285714285714"
"2091","10","2","0.8","0","0.95","1","Confinement simple","225","0.5499999999999999","0.75","56","0.2","0.2","0.05","1","15","6.666666666666667","20","25","66.66666666666666","33.33333333333333"
"2068","10","2","0.8","0","0.95","1","Confinement simple","503","48.1","78.85","126","31.4","45.050000000000004","11.35","236","1577","14.331008243500317","53.64616360177552","12.5129265770424","71.00893997445722","28.991060025542787"
"2095","10","2","0.8","0","0.95","1","Confinement simple","196","0.8500000000000001","1.4000000000000001","49","0.7000000000000001","1.05","0.25","5","28","17.857142857142858","50","46.15384615384615","44.44444444444444","55.55555555555556"
"2101","10","3","0.1","0","0.95","1","Confinement simple","164","1.0999999999999999","1.55","41","1.8499999999999999","1.8499999999999999","0.5","10","31","32.25806451612903","100","44.642857142857146","16.666666666666664","83.33333333333334"
"2099","10","2","0.8","0","0.95","1","Confinement simple","202","1.2","2.25","51","1.4500000000000002","1.95","0.35000000000000003","7","45","15.555555555555555","57.77777777777777","45.83333333333333","58.82352941176471","41.17647058823529"
"2102","10","3","0.1","0","0.95","1","Confinement simple","181","1.05","1.55","45","2","2","0.5","11","31","32.25806451612903","90.32258064516128","50.877192982456144","9.090909090909092","90.9090909090909"
"2103","10","3","0.1","0","0.95","1","Confinement simple","177","1.7999999999999998","2.3","44","2.55","2.55","0.5499999999999999","12","46","23.91304347826087","100","45.88235294117647","8.333333333333332","91.66666666666666"
"2104","10","3","0.1","0","0.95","1","Confinement simple","178","1.3","2.0500000000000003","45","2.4","2.4","0.5499999999999999","11","41","26.82926829268293","100","45.33333333333333","21.428571428571427","78.57142857142857"
"2105","10","3","0.1","0","0.95","1","Confinement simple","184","1.25","1.6500000000000001","46","1.9","1.9","0.5","10","33","30.303030303030305","100","45","9.090909090909092","90.9090909090909"
"2106","10","3","0.1","0","0.95","1","Confinement simple","189","1.55","1.95","47","2.4","2.4","0.5499999999999999","11","39","28.205128205128204","100","45.07042253521127","31.25","68.75"
"2109","10","3","0.1","0","0.95","1","Confinement simple","178","1.25","2","45","2.3","2.3","0.5","10","40","25","97.5","45.07042253521127","28.57142857142857","71.42857142857143"
"2112","10","3","0.1","0","0.95","1","Confinement simple","146","1","1.15","37","1.4500000000000002","1.4500000000000002","0.4","8","23","34.78260869565217","91.30434782608695","47.5","20","80"
"2110","10","3","0.1","0","0.95","1","Confinement simple","203","1.6","1.9","51","2.3","2.3","0.6","12","38","31.57894736842105","100","46.478873239436616","7.6923076923076925","92.3076923076923"
"2108","10","3","0.1","0","0.95","1","Confinement simple","221","1.4000000000000001","2.0500000000000003","55","2.3","2.3","0.5","10","41","24.390243902439025","100","45.33333333333333","16.666666666666664","83.33333333333334"
"2100","10","2","0.8","0","0.95","1","Confinement simple","327","1.5","3.95","82","1.7999999999999998","2.9499999999999997","0.5","10","79","12.658227848101266","56.9620253164557","43.75","58.333333333333336","41.66666666666667"
"2107","10","3","0.1","0","0.95","1","Confinement simple","241","1.5","2.45","60","2.6","2.6","0.5499999999999999","11","49","22.448979591836736","100","43.67816091954023","21.428571428571427","78.57142857142857"
"2111","10","3","0.1","0","0.95","1","Confinement simple","214","1.3","2","54","2.1","2.1","0.5","10","40","25","100","42.857142857142854","16.666666666666664","83.33333333333334"
"2113","10","3","0.1","0","0.95","1","Confinement simple","184","1.55","1.95","46","2.55","2.55","0.6","13","39","30.76923076923077","100","48.68421052631579","14.285714285714285","85.71428571428571"
"2114","10","3","0.1","0","0.95","1","Confinement simple","199","0.95","1.4500000000000002","50","1.6500000000000001","1.6500000000000001","0.44999999999999996","9","29","31.03448275862069","96.55172413793103","46.15384615384615","0","100"
"2117","10","3","0.1","0","0.95","1","Confinement simple","174","1.0999999999999999","1.4500000000000002","44","1.7000000000000002","1.7500000000000002","0.5","10","29","34.48275862068966","96.55172413793103","44","23.076923076923077","76.92307692307693"
"2116","10","3","0.1","0","0.95","1","Confinement simple","183","1.2","1.4000000000000001","46","1.7000000000000002","1.7000000000000002","0.5","11","28","35.714285714285715","100","44","16.666666666666664","83.33333333333334"
"2118","10","3","0.1","0","0.95","1","Confinement simple","170","1.3","1.6500000000000001","43","1.9","1.9","0.5","10","33","30.303030303030305","100","45","9.090909090909092","90.9090909090909"
"2115","10","3","0.1","0","0.95","1","Confinement simple","194","1.0999999999999999","2","49","2.0500000000000003","2.0500000000000003","0.5","10","40","25","100","43.66197183098591","0","100"
"2120","10","3","0.1","0","0.95","1","Confinement simple","197","1.25","1.6500000000000001","49","1.6500000000000001","1.6500000000000001","0.5","10","33","30.303030303030305","87.87878787878788","43.13725490196079","9.090909090909092","90.9090909090909"
"2121","10","3","0.1","0","0.95","1","Confinement simple","191","1.4500000000000002","2.15","48","2.35","2.35","0.5","10","43","23.25581395348837","95.34883720930233","44.5945945945946","28.57142857142857","71.42857142857143"
"2119","10","3","0.1","0","0.95","1","Confinement simple","220","1.5","2.15","55","2.5","2.5","0.6","14","43","27.906976744186046","100","44.871794871794876","20","80"
"2092","10","2","0.8","0","0.95","1","Confinement simple","532","23.849999999999998","67.10000000000001","133","20.05","41.55","10.35","214","1342","15.350223546944857","56.333830104321905","14.768883878241262","70.42857142857143","29.57142857142857"
"2122","10","3","0.1","0","0.95","1","Confinement simple","200","1.6","2.3","50","2.8000000000000003","2.8000000000000003","0.5","11","46","21.73913043478261","100","48.31460674157304","23.076923076923077","76.92307692307693"
"2125","10","3","0.1","0","0.95","1","Confinement simple","185","1.15","1.7000000000000002","46","1.7000000000000002","1.7000000000000002","0.44999999999999996","9","34","26.47058823529412","94.11764705882352","42.857142857142854","10","90"
"2126","10","3","0.1","0","0.95","1","Confinement simple","186","1.3","2.1","47","2.3","2.3","0.5","10","42","23.809523809523807","100","44","23.076923076923077","76.92307692307693"
"2123","10","3","0.1","0","0.95","1","Confinement simple","201","1.0999999999999999","1.7999999999999998","50","2.1999999999999997","2.1999999999999997","0.5","10","36","27.77777777777778","100","48.57142857142857","0","100"
"2127","10","3","0.1","0","0.95","1","Confinement simple","185","1.25","1.7000000000000002","46","2.1","2.1","0.5499999999999999","11","34","32.35294117647059","100","46.875","8.333333333333332","91.66666666666666"
"2124","10","3","0.1","0","0.95","1","Confinement simple","210","1.6","2.5","53","2.85","2.85","0.6","12","50","24","98","45.55555555555556","25","75"
"2128","10","3","0.1","0","0.95","1","Confinement simple","193","1","1.35","48","1.35","1.35","0.5","10","27","37.03703703703704","96.29629629629629","36.58536585365854","16.666666666666664","83.33333333333334"
"2098","10","2","0.8","0","0.95","1","Confinement simple","536","50.449999999999996","82.19999999999999","134","35.6","46.35","12.25","268","1644","14.841849148418493","53.284671532846716","10.153846153846153","70.72879330943847","29.27120669056153"
"2131","10","3","0.1","0","0.95","1","Confinement simple","175","1.15","1.7999999999999998","44","2.0500000000000003","2.0500000000000003","0.5","11","36","27.77777777777778","97.22222222222221","44.44444444444444","23.076923076923077","76.92307692307693"
"2132","10","3","0.1","0","0.95","1","Confinement simple","204","1.2","2","51","2.0500000000000003","2.0500000000000003","0.6","13","40","30","97.5","41.7910447761194","7.6923076923076925","92.3076923076923"
"2130","10","3","0.1","0","0.95","1","Confinement simple","213","1.4500000000000002","1.7999999999999998","53","1.9","1.9","0.5","10","36","27.77777777777778","100","40","28.57142857142857","71.42857142857143"
"2129","10","3","0.1","0","0.95","1","Confinement simple","217","1.15","1.6500000000000001","54","1.6500000000000001","1.6500000000000001","0.4","9","33","24.242424242424242","96.96969696969697","41.81818181818181","20","80"
"2134","10","3","0.1","0","0.95","1","Confinement simple","172","1.15","1.7500000000000002","43","2","2","0.5499999999999999","11","35","31.428571428571427","100","41.66666666666667","26.666666666666668","73.33333333333333"
"2135","10","3","0.1","0","0.95","1","Confinement simple","178","1.4500000000000002","1.7999999999999998","45","1.95","1.95","0.5","11","36","27.77777777777778","100","41.935483870967744","23.076923076923077","76.92307692307693"
"2140","10","3","0.1","0","0.95","1","Confinement simple","149","1.35","1.7000000000000002","37","2.1","2.1","0.5","11","34","29.411764705882355","94.11764705882352","48.38709677419355","16.666666666666664","83.33333333333334"
"2138","10","3","0.1","0","0.95","1","Confinement simple","169","1.35","1.7500000000000002","42","2","2","0.5","11","35","28.57142857142857","100","43.54838709677419","23.076923076923077","76.92307692307693"
"2139","10","3","0.1","0","0.95","1","Confinement simple","173","0.8500000000000001","1.05","43","1.4500000000000002","1.4500000000000002","0.5499999999999999","12","21","52.38095238095239","100","44.73684210526316","8.333333333333332","91.66666666666666"
"2141","10","3","0.1","0","0.95","1","Confinement simple","166","1.15","1.55","42","1.9","1.9","0.5","11","31","32.25806451612903","100","46.55172413793103","9.090909090909092","90.9090909090909"
"2133","10","3","0.1","0","0.95","1","Confinement simple","225","1.25","1.8499999999999999","56","1.9","1.9","0.44999999999999996","10","37","24.324324324324326","97.2972972972973","43.75","10","90"
"2137","10","3","0.1","0","0.95","1","Confinement simple","204","1.25","2.0500000000000003","51","2.15","2.15","0.5499999999999999","11","41","26.82926829268293","97.5609756097561","42.857142857142854","15.384615384615385","84.61538461538461"
"2136","10","3","0.1","0","0.95","1","Confinement simple","249","0.8999999999999999","1.55","62","1.8499999999999999","1.8499999999999999","0.44999999999999996","9","31","29.03225806451613","96.7741935483871","46.42857142857143","18.181818181818183","81.81818181818183"
"2142","10","3","0.1","0","0.95","1","Confinement simple","201","1.55","2.1","50","2.4","2.4","0.5499999999999999","11","42","26.190476190476193","100","43.24324324324324","31.25","68.75"
"2145","10","3","0.1","0","0.95","1","Confinement simple","175","1.3","1.8499999999999999","44","1.7999999999999998","1.7999999999999998","0.44999999999999996","10","37","24.324324324324326","89.1891891891892","42.10526315789473","25","75"
"2143","10","3","0.1","0","0.95","1","Confinement simple","203","1.6500000000000001","2.45","51","2.75","2.75","0.5499999999999999","11","49","22.448979591836736","97.95918367346938","44.827586206896555","31.25","68.75"
"2144","10","3","0.1","0","0.95","1","Confinement simple","198","1.05","1.6","50","1.7999999999999998","1.7999999999999998","0.5","10","32","31.25","100","44.827586206896555","0","100"
"2147","10","3","0.1","0","0.95","1","Confinement simple","164","1.05","1.25","41","1.5","1.5","0.44999999999999996","9","25","36","96","44.18604651162791","18.181818181818183","81.81818181818183"
"2148","10","3","0.1","0","0.95","1","Confinement simple","170","1.7500000000000002","1.95","43","2.1","2.1","0.5499999999999999","11","39","28.205128205128204","97.43589743589743","42.42424242424242","21.428571428571427","78.57142857142857"
"2146","10","3","0.1","0","0.95","1","Confinement simple","187","1.7000000000000002","2.25","47","2.7","2.7","0.65","13","45","28.888888888888886","100","45.78313253012048","18.75","81.25"
"2150","10","3","0.1","0","0.95","1","Confinement simple","170","1.4000000000000001","1.7999999999999998","43","1.9","1.9","0.5499999999999999","13","36","30.555555555555557","100","41.935483870967744","8.333333333333332","91.66666666666666"
"2151","10","3","0.1","0","0.95","1","Confinement simple","165","1.05","1.7000000000000002","41","2.15","2.15","0.5","11","34","29.411764705882355","100","48.484848484848484","9.090909090909092","90.9090909090909"
"2149","10","3","0.1","0","0.95","1","Confinement simple","190","1.0999999999999999","2.1","48","2.3","2.45","0.65","13","42","30.952380952380953","95.23809523809523","40.298507462686565","40.909090909090914","59.09090909090909"
"2153","10","3","0.1","0","0.95","1","Confinement simple","172","1.4500000000000002","1.8499999999999999","43","2","2","0.5","10","37","27.027027027027028","100","43.07692307692308","16.666666666666664","83.33333333333334"
"2152","10","3","0.1","0","0.95","1","Confinement simple","189","1.55","1.95","47","2.15","2.15","0.5","10","39","25.64102564102564","100","43.47826086956522","23.076923076923077","76.92307692307693"
"2157","10","3","0.1","0","0.95","1","Confinement simple","169","1.3","1.7999999999999998","42","2.1","2.1","0.5","12","36","27.77777777777778","100","46.26865671641791","9.090909090909092","90.9090909090909"
"2154","10","3","0.1","0","0.95","1","Confinement simple","215","1.4500000000000002","2.1","54","2.45","2.45","0.5499999999999999","11","42","26.190476190476193","97.61904761904762","45.33333333333333","26.666666666666668","73.33333333333333"
"2159","10","3","0.1","0","0.95","1","Confinement simple","163","1.55","2.1999999999999997","41","2.4","2.4","0.5499999999999999","11","44","25","100","45","8.333333333333332","91.66666666666666"
"2156","10","3","0.1","0","0.95","1","Confinement simple","220","1.5","2.1999999999999997","55","2.5","2.5","0.5","10","44","22.727272727272727","97.72727272727273","43.42105263157895","41.17647058823529","58.82352941176471"
"2163","10","3","0.1","0","0.95","1","Confinement simple","148","1.2","1.35","37","1.7500000000000002","1.7500000000000002","0.6","13","27","44.44444444444444","100","46","0","100"
"2160","10","3","0.1","0","0.95","1","Confinement simple","183","1.7500000000000002","2.3","46","2.45","2.45","0.5499999999999999","15","46","23.91304347826087","97.82608695652173","39.189189189189186","45","55.00000000000001"
"2158","10","3","0.1","0","0.95","1","Confinement simple","201","1.6","2.55","50","2.6","2.75","0.65","14","51","25.49019607843137","98.0392156862745","40.476190476190474","38.095238095238095","61.904761904761905"
"2155","10","3","0.1","0","0.95","1","Confinement simple","250","1.6","2.0500000000000003","63","2.5","2.5","0.6","14","41","29.268292682926827","95.1219512195122","45.83333333333333","29.411764705882355","70.58823529411765"
"2167","10","3","0.1","0","0.95","1","Confinement simple","156","1.3","1.7999999999999998","39","2","2","0.5499999999999999","12","36","30.555555555555557","100","43.75","8.333333333333332","91.66666666666666"
"2162","10","3","0.1","0","0.95","1","Confinement simple","197","1.3","2.25","49","2.5","2.5","0.6","15","45","26.666666666666668","95.55555555555556","41.891891891891895","36.84210526315789","63.1578947368421"
"2161","10","3","0.1","0","0.95","1","Confinement simple","226","1.6500000000000001","2.0500000000000003","57","2.5","2.5","0.6","13","41","29.268292682926827","97.5609756097561","45.94594594594595","25","75"
"2165","10","3","0.1","0","0.95","1","Confinement simple","169","1.6","1.95","42","2.3","2.3","0.5","10","39","25.64102564102564","97.43589743589743","47.94520547945205","9.090909090909092","90.9090909090909"
"2164","10","3","0.1","0","0.95","1","Confinement simple","201","1.25","2.15","50","2.35","2.35","0.5","10","43","23.25581395348837","100","45.56962025316456","9.090909090909092","90.9090909090909"
"2166","10","3","0.1","0","0.95","1","Confinement simple","188","1.5","2.3","47","2.6","2.6","0.6","12","46","26.08695652173913","95.65217391304348","42.857142857142854","36.84210526315789","63.1578947368421"
"2168","10","3","0.1","0","0.95","1","Confinement simple","198","1","1.55","50","1.9","1.9","0.5","10","31","32.25806451612903","100","47.45762711864407","0","100"
"2171","10","3","0.1","0","0.95","1","Confinement simple","157","1.05","1.35","39","1.95","1.95","0.5","11","27","37.03703703703704","92.5925925925926","52.83018867924528","9.090909090909092","90.9090909090909"
"2170","10","3","0.1","0","0.95","1","Confinement simple","170","1.3","1.7500000000000002","43","1.95","1.95","0.5","12","35","28.57142857142857","100","42.62295081967213","23.076923076923077","76.92307692307693"
"2169","10","3","0.1","0","0.95","1","Confinement simple","202","1.2","1.7500000000000002","51","1.8499999999999999","1.8499999999999999","0.5499999999999999","12","35","31.428571428571427","97.14285714285714","40.35087719298245","21.428571428571427","78.57142857142857"
"2175","10","3","0.1","0","0.95","1","Confinement simple","157","0.8","1.0999999999999999","39","1.25","1.25","0.4","8","22","36.36363636363637","86.36363636363636","47.22222222222222","0","100"
"2177","10","3","0.1","0","0.95","1","Confinement simple","152","1.2","1.5","38","1.6","1.6","0.5","10","30","33.33333333333333","100","40","16.666666666666664","83.33333333333334"
"2172","10","3","0.1","0","0.95","1","Confinement simple","192","1.35","1.7000000000000002","48","2","2","0.5","10","34","29.411764705882355","97.05882352941177","45.90163934426229","16.666666666666664","83.33333333333334"
"2174","10","3","0.1","0","0.95","1","Confinement simple","181","1.7000000000000002","2.25","45","2.35","2.35","0.5499999999999999","11","45","24.444444444444443","100","40","35.294117647058826","64.70588235294117"
"2173","10","3","0.1","0","0.95","1","Confinement simple","199","0.8500000000000001","1.4000000000000001","50","1.6500000000000001","1.6500000000000001","0.5","11","28","35.714285714285715","100","44","9.090909090909092","90.9090909090909"
"2182","10","3","0.1","0","0.95","1","Confinement simple","142","1.35","1.7500000000000002","36","2.1","2.1","0.5499999999999999","12","35","31.428571428571427","100","43.54838709677419","26.666666666666668","73.33333333333333"
"2176","10","3","0.1","0","0.95","1","Confinement simple","201","1.2","2.15","50","2.65","2.65","0.5499999999999999","11","43","25.581395348837212","97.67441860465115","48.148148148148145","21.428571428571427","78.57142857142857"
"2179","10","3","0.1","0","0.95","1","Confinement simple","180","1.35","1.7999999999999998","45","2.3","2.3","0.6","12","36","33.33333333333333","100","47.05882352941176","14.285714285714285","85.71428571428571"
"2180","10","3","0.1","0","0.95","1","Confinement simple","179","1.3","1.8499999999999999","45","2.0500000000000003","2.0500000000000003","0.5","10","37","27.027027027027028","100","42.1875","28.57142857142857","71.42857142857143"
"2183","10","3","0.1","0","0.95","1","Confinement simple","160","1.4000000000000001","1.7500000000000002","40","2.1","2.1","0.5","11","35","28.57142857142857","97.14285714285714","47.69230769230769","9.090909090909092","90.9090909090909"
"2178","10","3","0.1","0","0.95","1","Confinement simple","219","1.8499999999999999","2.4","55","2.7","2.7","0.6","14","48","25","100","43.529411764705884","29.411764705882355","70.58823529411765"
"2181","10","3","0.1","0","0.95","1","Confinement simple","235","1.5","2.4","59","2.3","2.45","0.6","13","48","25","97.91666666666666","41.9753086419753","20","80"
"2187","10","3","0.1","0","0.95","1","Confinement simple","172","1.15","1.7999999999999998","43","1.95","1.95","0.5499999999999999","11","36","30.555555555555557","100","42.857142857142854","8.333333333333332","91.66666666666666"
"2184","10","3","0.1","0","0.95","1","Confinement simple","189","1.4000000000000001","1.8499999999999999","47","1.95","1.95","0.5","10","37","27.027027027027028","97.2972972972973","37.93103448275862","41.17647058823529","58.82352941176471"
"2188","10","3","0.1","0","0.95","1","Confinement simple","176","1.3","1.7999999999999998","44","2.0500000000000003","2.0500000000000003","0.5","10","36","27.77777777777778","100","42.857142857142854","28.57142857142857","71.42857142857143"
"2189","10","3","0.1","0","0.95","1","Confinement simple","172","1.15","1.4000000000000001","43","1.6","1.6","0.44999999999999996","10","28","32.142857142857146","96.42857142857143","46","0","100"
"2185","10","3","0.1","0","0.95","1","Confinement simple","212","1","1.55","53","1.9","1.9","0.5499999999999999","11","31","35.483870967741936","96.7741935483871","45.45454545454545","15.384615384615385","84.61538461538461"
"2186","10","3","0.1","0","0.95","1","Confinement simple","201","1.05","1.55","50","1.9","1.9","0.5","10","31","32.25806451612903","100","46.55172413793103","9.090909090909092","90.9090909090909"
"2191","10","3","0.1","0","0.95","1","Confinement simple","168","1.7999999999999998","2.45","42","2.7","2.7","0.5499999999999999","13","49","22.448979591836736","100","43.67816091954023","31.25","68.75"
"2190","10","3","0.1","0","0.95","1","Confinement simple","185","1.9","2.85","46","3","3","0.5499999999999999","13","57","19.298245614035086","100","43","35.294117647058826","64.70588235294117"
"2192","10","3","0.1","0","0.95","1","Confinement simple","178","1.6","1.9","45","1.95","1.95","0.44999999999999996","9","38","23.684210526315788","97.36842105263158","42.1875","25","75"
"2195","10","3","0.1","0","0.95","1","Confinement simple","169","1.6","1.7500000000000002","42","2","2","0.5","11","35","28.57142857142857","100","43.54838709677419","23.076923076923077","76.92307692307693"
"2194","10","3","0.1","0","0.95","1","Confinement simple","191","1.25","1.95","48","2.1","2.1999999999999997","0.5","10","39","25.64102564102564","94.87179487179486","47.14285714285714","9.090909090909092","90.9090909090909"
"2196","10","3","0.1","0","0.95","1","Confinement simple","187","0.8999999999999999","1.7000000000000002","47","1.95","1.95","0.5499999999999999","12","34","32.35294117647059","100","42.3728813559322","21.428571428571427","78.57142857142857"
"2197","10","3","0.1","0","0.95","1","Confinement simple","201","1.2","1.55","50","1.7999999999999998","1.7999999999999998","0.5","10","31","32.25806451612903","100","45.614035087719294","0","100"
"2193","10","3","0.1","0","0.95","1","Confinement simple","219","1.8499999999999999","2.6","55","2.9499999999999997","2.9499999999999997","0.65","14","52","25","96.15384615384616","45.65217391304348","23.52941176470588","76.47058823529412"
"2201","10","3","0.3","0","0.95","1","Confinement simple","158","1.25","1.6","40","1.7500000000000002","1.7500000000000002","0.4","8","32","25","93.75","44.44444444444444","27.27272727272727","72.72727272727273"
"2203","10","3","0.3","0","0.95","1","Confinement simple","137","1","1.2","34","1.55","1.55","0.4","8","24","33.33333333333333","83.33333333333334","51.21951219512195","20","80"
"2198","10","3","0.1","0","0.95","1","Confinement simple","214","1.4000000000000001","2.4","54","2.7","2.7","0.6","12","48","25","100","44.827586206896555","20","80"
"2200","10","3","0.1","0","0.95","1","Confinement simple","180","1.5","1.9","45","2.5","2.5","0.65","15","38","34.21052631578947","97.36842105263158","47.14285714285714","23.52941176470588","76.47058823529412"
